Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address ,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards
Elliot Ajami,55,73,1965,2,Female,82 Jefferson Avenue,Republic,OH,44867,41.12,-83.01,"$18,462 ","$37,645 ","$46,298 ",654,4
Byron Morales,48,64,1971,11,Male,3034 Third Boulevard,Worcester,MA,1602,42.26,-71.8,"$24,506 ","$49,967 ","$62,509 ",655,1
Jakob Johnson,20,67,1999,11,Male,189 Ninth Lane Apt. 8,Langhorne,PA,19047,40.17,-74.91,"$31,656 ","$64,548 ","$14,864 ",726,1
Bennett Flores,20,66,1999,9,Male,354 Main Drive,Heathsville,VA,22473,37.91,-76.47,"$13,938 ","$28,421 ","$77,772 ",738,1
Tori Bailey,33,65,1986,6,Female,689 Littlewood Lane Apt. 1,Moulton,AL,35650,34.48,-87.28,"$17,271 ","$35,213 ","$87,653 ",719,3
Dexter Thomas,48,67,1971,3,Male,1813 Second Lane,Kenner,LA,70062,29.99,-90.24,"$14,696 ","$29,962 ","$55,000 ",684,3
Vihaan Ward,49,59,1970,5,Male,710 North Lane,Bradenton,FL,34203,27.48,-82.57,"$17,590 ","$35,868 ","$48,465 ",562,4
Francisco Masvidal,31,73,1988,7,Male,5558 Littlewood Avenue,Lovelock,NV,89419,40.32,-118.2,"$18,734 ","$38,193 ","$39,874 ",703,3
Adam Myers,48,66,1972,2,Male,819 Park Boulevard,Terre Haute,IN,47803,39.47,-87.38,"$21,131 ","$43,084 ",$0 ,850,3
Bailee Walker,42,72,1977,4,Female,849 Norfolk Lane,Hubbard,OH,44425,41.16,-80.56,"$18,351 ","$37,415 ","$66,403 ",665,1
Alaric Flores,40,64,1979,12,Male,390 Tenth Street Apt. 3,Newark,NJ,7103,40.72,-74.17,"$17,370 ","$35,418 ","$51,741 ",660,6
Gustavo Lee,18,62,2002,2,Male,4279 West Boulevard,Parkton,NC,28371,34.9,-79.01,"$15,331 ","$31,259 ","$40,701 ",798,2
Uriah Martin,26,66,1993,12,Male,6693 George Drive,Seattle,WA,98188,47.44,-122.28,"$20,233 ","$41,255 ","$85,439 ",683,2
Alivia Watson,41,71,1978,3,Female,8 Tenth Drive Apt. 2263,Raleigh,NC,27610,35.82,-78.65,"$17,056 ","$34,774 ","$78,060 ",850,5
Lauryn James,90,75,1929,11,Female,6245 River Lane,Poughkeepsie,NY,12603,41.69,-73.92,"$27,934 ","$51,717 ",$418 ,717,5
Dominik Miller,52,62,1967,9,Male,5581 Federal Street,Bastrop,TX,78602,30.11,-97.3,"$20,346 ","$41,483 ","$64,715 ",584,1
Octavia Butler,28,65,1991,3,Female,99 El Camino Drive Apt. 6,Barton,MD,21521,39.53,-79.01,"$17,079 ","$34,825 ","$65,082 ",759,1
Yosef Cruz,51,72,1969,2,Male,2994 Tenth Lane,Fayetteville,NC,28306,35.05,-78.87,"$18,316 ","$37,346 ","$64,030 ",680,5
Galilea Gonzalez,58,67,1961,10,Female,927 Ocean View Drive Apt. 5,Miami,FL,33196,25.77,-80.2,"$21,923 ","$44,699 ","$21,685 ",842,5
Thatcher Xi,35,73,1984,10,Male,356 Mill Street,The Villages,FL,32162,28.92,-81.92,"$8,491 ","$17,316 ","$26,872 ",748,1
Cody Wood,57,67,1962,3,Male,45 Maple Lane,Holden,ME,4429,44.75,-68.67,"$24,259 ","$49,467 ","$77,465 ",697,5
Rylee Schmidt,18,68,2001,11,Female,3395 Spruce Drive,Kansas City,KS,66103,39.1,-94.62,"$16,795 ","$34,242 ",$0 ,837,1
Nicolas Peres,25,63,1994,10,Male,2800 Third Drive,Birmingham,AL,35244,33.52,-86.79,"$34,578 ","$70,502 ","$90,003 ",614,2
Brielle Brooks,59,67,1960,9,Female,645 Catherine Lane Apt. 9,Boston,MA,2127,42.35,-71.06,"$39,312 ","$80,156 ","$61,817 ",735,4
Danica Watson,51,63,1968,12,Female,1248 Second Drive,Meriden,CT,6450,41.53,-72.79,"$24,393 ","$49,737 ","$136,056 ",643,1
Gregory Ajami,60,60,1959,12,Male,700 Lexington Avenue,Dover,OH,44622,40.52,-81.47,"$18,794 ","$31,003 ","$23,000 ",699,3
Jennifer Peres,23,66,1996,9,Female,9264 Norfolk Lane,Orlando,FL,32811,28.5,-81.37,"$14,405 ","$29,376 ","$51,428 ",629,1
Kathleen Allen,56,63,1963,11,Female,4581 Eighth Boulevard,Eastman,GA,31023,32.19,-83.17,"$14,425 ","$29,413 ","$46,043 ",703,2
Layla Myers,28,64,1992,1,Female,146 Lafayette Drive,Ridgefield,WA,98642,45.79,-122.69,"$27,308 ","$55,684 ","$114,269 ",722,3
Fabian Collins,39,60,1980,10,Male,6757 Eighth Avenue,Staunton,IL,62088,39.01,-89.78,"$20,056 ","$40,894 ","$51,844 ",657,1
Samara Price,64,66,1956,1,Female,599 First Drive,Fontana,CA,92336,34.14,-117.45,"$23,172 ","$47,242 ","$62,224 ",704,6
Charles Edwards,65,67,1954,12,Male,654 Birch Lane,Omaha,NE,68107,41.26,-96.01,"$14,199 ","$28,951 ","$56,777 ",711,2
Luka Flores,53,68,1966,6,Male,6223 Lexington Drive Apt. 5623,Allen,TX,75002,33.1,-96.66,"$32,580 ","$66,428 ","$197,102 ",669,2
Sylvie Brown,52,64,1968,2,Female,25622 Lake Street Apt. 6244,Pearland,TX,77584,29.55,-95.27,"$36,253 ","$73,920 ","$166,395 ",683,1
Alaia Jackson,22,73,1998,2,Female,5762 River Lane Apt. 83,Salt Lake City,UT,84112,40.76,-111.84,"$10,539 ","$21,490 ","$32,587 ",682,2
Marlee Phillips,68,64,1951,4,Female,315 Norfolk Lane,Somerville,MA,2143,42.39,-71.1,"$31,849 ","$59,938 ","$36,978 ",670,1
Vladimir Xi,54,65,1965,6,Male,758 Sixth Boulevard Apt. 832,Monroe,NY,10950,41.32,-74.18,"$25,534 ","$52,062 ","$97,881 ",775,4
Tyson Young,58,65,1961,10,Male,860 Maple Avenue Apt. 9,Union City,CA,94587,37.59,-122.06,"$29,097 ","$59,322 ","$145,137 ",694,3
Miya Russell,26,69,1993,9,Female,229 Norfolk Street,Troy,MI,48083,42.58,-83.14,"$26,120 ","$53,254 ","$131,334 ",736,1
Soren Martinez,61,67,1958,11,Male,4975 Madison Boulevard,Indianapolis,IN,46235,39.77,-86.14,"$16,045 ","$32,716 ","$46,919 ",593,3
Chandler Morales,79,68,1940,3,Male,5336 Tenth Drive,Muskegon,MI,49441,43.22,-86.25,"$19,131 ","$30,977 ","$21,507 ",796,5
Reign Russell,67,71,1952,10,Female,311 Washington Lane,Adrian,MI,49221,41.89,-84.04,"$17,144 ","$34,954 ","$5,942 ",729,3
Ellen Watson,47,69,1973,2,Female,1342 Hill Lane,Chicago,IL,60623,41.83,-87.68,"$11,951 ","$24,372 ","$63,295 ",793,4
Guadalupe Chen,51,66,1968,7,Female,2554 11th Lane Apt. 67,Defiance,OH,43512,41.28,-84.36,"$18,229 ","$37,169 ","$93,844 ",722,3
Blake Sanchez,36,69,1983,8,Male,995 Martin Luther King Street,Houston,TX,77047,29.76,-95.38,"$19,554 ","$39,871 ","$73,726 ",719,4
Lauryn Fox,44,68,1976,2,Female,1450 Rose Drive Apt. 39,Morristown,MN,55052,44.22,-93.44,"$19,630 ","$40,026 ","$70,877 ",768,1
Gwen Evans,19,67,2000,3,Female,762 Lake Drive,Sugar Land,TX,77478,29.61,-95.61,"$35,183 ","$71,740 ","$38,238 ",767,2
Avery Williams,21,66,1998,8,Male,72834 Grant Boulevard,Hempstead,NY,11550,40.7,-73.61,"$20,152 ","$41,087 ","$22,720 ",695,2
Maleah Morris,18,55,2001,12,Female,892 Third Boulevard,Anchorage,AK,99507,61.14,-149.76,"$28,730 ","$58,579 ","$94,998 ",808,1
Colt Martinez,86,68,1933,9,Male,90 Lexington Drive,San Antonio,TX,78230,29.45,-98.5,"$29,557 ","$33,426 ","$1,852 ",699,4
Winnie Nelson,23,65,1997,2,Female,98 Mountain View Drive Apt. 30,Lafayette,LA,70506,30.21,-92.02,"$22,001 ","$44,862 ","$78,350 ",750,3
Cade Campbell,34,65,1985,10,Male,8229 Bayview Avenue,Amherst,OH,44001,41.4,-82.23,"$22,261 ","$45,388 ","$64,749 ",723,1
Ivan Morales,73,68,1946,9,Male,9355 Ocean View Drive,Tucker,GA,30084,33.85,-84.22,"$22,682 ","$34,220 ",$0 ,745,5
Trent Brown,19,66,2000,9,Male,616 Catherine Avenue,Devon,PA,19333,40.04,-75.42,"$58,297 ","$118,862 ","$276,156 ",782,1
Azariah Diaz,20,62,1999,9,Female,825 Norfolk Drive,Getzville,NY,14068,43.02,-78.75,"$29,558 ","$60,265 ","$80,939 ",582,3
Khalid Cooper,45,66,1974,3,Male,8385 Mill Boulevard,Vancleve,KY,41385,37.62,-83.41,"$11,644 ","$23,740 ","$4,313 ",841,3
Fisher Roman,39,67,1980,5,Male,9735 Birch Street Apt. 9940,Miami,FL,33175,25.77,-80.2,"$18,828 ","$38,386 ","$74,820 ",850,6
Harrison Fisher,46,70,1973,6,Male,285 Washington Street Apt. 500,Woonsocket,RI,2895,41.99,-71.5,"$19,065 ","$38,872 ","$86,648 ",585,1
Anabelle Faraday,37,68,1982,3,Female,49 Tenth Street,Atlanta,GA,30316,33.72,-84.32,"$24,196 ","$49,335 ","$51,520 ",773,3
Valerie Scott,50,79,1969,9,Female,6695 River Lane Apt. 3,Monroe,MI,48161,41.91,-83.38,"$19,736 ","$40,246 ","$74,352 ",641,5
Kace Gao,50,66,1970,1,Male,1012 Hill Drive,Chicago,IL,60622,41.83,-87.68,"$39,789 ","$81,122 ","$112,394 ",682,5
Jayceon Neufelder,18,64,2001,4,Male,5819 Norfolk Drive Apt. 56,Punta Gorda,FL,33950,26.89,-82.05,"$14,352 ","$29,265 ","$37,375 ",647,1
Darius Evans,51,65,1968,4,Male,774 Wessex Lane Apt. 864,Gilbert,AZ,85295,33.3,-111.74,"$30,557 ","$62,304 ","$113,416 ",719,4
Dean Lonsdale,54,65,1965,10,Male,6721 Sussex Drive Apt. 2761,Carrollton,TX,75006,32.98,-96.89,"$21,381 ","$43,598 ","$15,891 ",757,4
Zavier Allen,54,63,1965,5,Male,990 West Street Apt. 10,Rosharon,TX,77583,29.37,-95.45,"$22,856 ","$46,603 ","$57,177 ",612,1
Nathan Sanders,26,71,1993,3,Male,7703 Fourth Avenue Apt. 58,Fort Lauderdale,FL,33311,26.14,-80.13,"$14,191 ","$28,931 ","$34,511 ",711,4
Susan Labelle,42,71,1977,9,Female,338 Bayview Lane,Broad Run,VA,20137,38.81,-77.72,"$35,905 ","$73,208 ","$115,827 ",664,6
Ellianna Cooper,42,68,1978,2,Female,794 Lake Street,Township Of Washington,NJ,7676,40.98,-74.06,"$37,908 ","$77,288 ","$46,160 ",771,4
Shepherd Cox,30,66,1989,9,Male,6657 West Street,Lake Worth,FL,33463,26.61,-80.05,"$18,415 ","$37,544 ","$15,489 ",703,4
Dallas Fox,58,65,1961,11,Male,217 Fifth Lane,Cornell,IL,61319,40.99,-88.72,"$19,926 ","$40,628 ","$66,552 ",636,1
Kimora Lewis,24,68,1995,4,Female,418 Elm Street,Warm Springs,GA,31830,32.88,-84.67,"$15,433 ","$31,469 ","$53,555 ",645,1
Milo Walker,53,65,1967,2,Male,9385 Birch Street,Albuquerque,NM,87121,35.11,-106.62,"$15,385 ","$31,369 ",$0 ,707,3
Ophelia Peres,36,65,1983,9,Female,7643 Martin Luther King Street,Greenville,OH,45331,40.1,-84.62,"$16,351 ","$33,339 ","$83,353 ",679,2
Kyree Wood,25,65,1994,11,Male,944 Lexington Boulevard,Cantonment,FL,32533,30.6,-87.34,"$20,273 ","$41,338 ","$90,737 ",772,1
Alma Xi,54,66,1965,12,Female,85 Lafayette Boulevard,Carthage,NY,13619,43.98,-75.6,"$17,220 ","$35,114 ","$24,637 ",686,5
Bryan Ajami,39,65,1980,9,Male,5193 East Street Apt. 77,Louisville,KY,40299,38.22,-85.74,"$25,258 ","$51,499 ","$7,226 ",788,4
Joslyn Faraday,85,67,1934,10,Female,577 12th Lane,Lakewood,NJ,8701,40.09,-74.21,"$13,006 ","$9,795 ",$396 ,771,7
Prakash Braun,19,67,2000,9,Male,1317 Wessex Lane,Belmont,CA,94002,37.5,-122.3,"$46,616 ","$95,045 ","$132,371 ",708,3
Kace Gomez,66,72,1953,3,Male,9218 Martin Luther King Avenue,Mulberry,FL,33860,27.9,-81.97,"$17,944 ","$36,589 ","$86,573 ",676,3
Romina Smith,59,63,1960,11,Female,4701 Littlewood Drive,Tampa,FL,33618,27.95,-82.48,"$28,916 ","$58,959 ","$109,358 ",598,2
Kaleb Lonsdale,61,61,1958,12,Male,363 Third Drive,Pinole,CA,94564,37.99,-122.27,"$25,849 ","$28,210 ","$22,961 ",655,2
Colton Stewart,39,68,1980,5,Male,700 Rose Avenue,Laurel,MD,20708,39.09,-76.85,"$27,635 ","$56,347 ","$32,530 ",779,3
Alicia Young,59,72,1961,1,Female,704 Summit Drive Apt. 4775,Claremont,NC,28610,35.71,-81.15,"$18,029 ","$36,760 ","$95,755 ",593,2
Cassius Schmidt,38,67,1981,11,Male,8897 East Street,Carmel,CA,93923,36.46,-121.82,"$29,174 ","$59,482 ","$130,605 ",688,4
Sadie Cruz,55,60,1964,5,Female,4941 Ocean View Drive Apt. 3,Fort Worth,TX,76119,32.75,-97.33,"$12,175 ","$24,827 ","$60,261 ",590,1
Royalty Miller,67,65,1953,1,Female,9205 Summit Street,San Jose,CA,95134,37.42,-121.94,"$51,631 ","$52,929 ","$37,514 ",737,7
Nathaniel Bell,52,70,1967,12,Male,469 Mountain View Boulevard,Indianapolis,IN,46256,39.77,-86.14,"$31,114 ","$63,433 ","$122,550 ",770,7
Judah Richardson,21,67,1998,11,Male,78596 Birch Drive,Houston,TX,77049,29.76,-95.38,"$19,364 ","$39,485 ","$144,101 ",685,1
Celine Gutierrez,33,59,1986,8,Female,142 Valley Drive,Valparaiso,IN,46383,41.47,-87.05,"$25,472 ","$51,938 ","$97,252 ",697,2
Lucinda Cox,68,53,1951,12,Female,6723 Maple Street Apt. 10,Annandale,VA,22003,38.83,-77.21,"$30,622 ","$65,298 ","$18,684 ",524,2
Zaniyah Lewis,58,65,1962,1,Female,501 Grant Lane,Trenton,GA,30752,34.87,-85.5,"$15,950 ","$32,520 ","$29,433 ",731,4
Chandler Wright,41,63,1978,8,Male,992 Martin Luther King Avenue,Park Forest,IL,60466,41.48,-87.68,"$19,359 ","$39,472 ","$82,626 ",698,1
Victoria Edwards,37,66,1982,5,Female,4189 Birch Street,Kilauea,HI,96754,22.21,-159.41,"$16,898 ","$34,457 ","$48,966 ",666,2
Alessandro Thompson,48,73,1971,12,Male,2193 Sixth Avenue,Highland,NY,12528,41.71,-73.96,"$26,227 ","$53,478 ","$73,030 ",674,3
Keegan Myers,39,68,1980,10,Male,952 Mountain View Boulevard Apt. 455,Ludington,MI,49431,43.95,-86.44,"$15,863 ","$32,343 ","$59,006 ",732,3
Remington Labelle,83,65,1937,1,Male,637 Seventh Street,Westminster,SC,29693,34.66,-83.09,"$15,406 ","$31,943 ","$1,248 ",686,6
Jillian Ramirez,41,56,1978,10,Female,9413 12th Boulevard Apt. 8,Manly,IA,50456,43.28,-93.2,"$16,081 ","$32,789 ","$47,679 ",699,2
William Foster,29,64,1990,8,Male,1734 George Drive,San Francisco,CA,94134,37.72,-122.41,"$20,536 ","$41,873 ","$76,725 ",717,1
Kenny Evans,44,66,1976,1,Male,9900 Ninth Avenue,Bloomfield,IN,47424,39.02,-86.93,"$18,204 ","$37,115 ","$58,438 ",685,3
Kaylani Thompson,40,65,1979,12,Female,613 George Boulevard,Stanford,KY,40484,37.53,-84.66,"$15,202 ","$30,997 ","$81,716 ",722,2
Alina Braun,25,67,1994,8,Female,157 Eighth Street,Bellevue,WA,98005,47.62,-122.16,"$43,432 ","$88,554 ","$142,154 ",701,2
Simeon Miller,29,63,1990,3,Male,32595 River Drive,Shafter,CA,93263,35.49,-119.3,"$14,556 ","$29,682 ","$65,845 ",659,2
Kade Williams,61,68,1959,1,Male,6762 Second Street,Bennett,CO,80102,39.75,-104.42,"$26,369 ","$53,762 ","$37,361 ",689,8
Gwendolyn Labelle,19,66,2001,1,Female,534 Norfolk Lane,New York,NY,10026,40.71,-73.99,"$26,718 ","$54,477 ","$72,241 ",802,2
Frances Johnson,30,67,1989,7,Female,385 Grant Street,Independence,MO,64050,39.08,-94.35,"$16,224 ","$33,076 ","$50,117 ",721,3
Reid Robinson,58,67,1961,5,Male,1034 Pine Boulevard Apt. 6545,Erie,PA,16505,42.12,-80.08,"$24,324 ","$49,595 ","$68,057 ",676,1
Pierce Perry,31,67,1988,12,Male,8803 Washington Boulevard,Scituate,MA,2066,42.18,-70.73,"$40,226 ","$82,019 ","$64,583 ",695,3
Ulises Chen,76,66,1943,5,Male,3462 Ocean Boulevard,Sacramento,CA,95831,38.49,-121.53,"$26,815 ","$51,942 ","$22,839 ",723,4
Faith Myers,74,67,1945,3,Female,54 Lafayette Street Apt. 22,Chula Vista,CA,91910,32.63,-117.05,"$20,102 ","$29,130 ","$8,746 ",720,5
Maya Torres,71,66,1948,8,Female,5822 Fourth Boulevard,Charleston,WV,25312,38.35,-81.63,"$16,835 ","$13,937 ","$3,854 ",783,4
Austin Robinson,20,63,1999,3,Male,592 Hillside Drive,Berwyn,IL,60402,41.84,-87.79,"$18,714 ","$38,158 ","$80,609 ",666,1
Amora Jenkins,47,67,1972,7,Female,45 Ocean Lane Apt. 37,Batavia,IL,60510,41.85,-88.3,"$33,701 ","$68,710 ","$201,796 ",717,3
Finley Evans,37,75,1983,1,Female,94 Ocean Avenue,Naperville,IL,60564,41.76,-88.15,"$49,195 ","$100,303 ","$53,919 ",821,2
Naomi Anwar,58,65,1961,11,Female,9191 Main Avenue,Epping,NH,3042,43.03,-71.07,"$25,001 ","$50,980 ","$87,715 ",691,1
Levi Gomez,18,69,2002,1,Male,5504 Spruce Drive,Sergeant Bluff,IA,51054,42.4,-96.35,"$22,958 ","$46,810 ",$0 ,747,2
Hugo Diaz,61,65,1959,2,Male,945 Third Avenue,Sammamish,WA,98075,47.58,-122.03,"$50,607 ","$103,185 ","$206,422 ",564,1
Colson James,23,71,1996,4,Male,938 Maple Boulevard,North Las Vegas,NV,89081,36.25,-115.08,"$22,907 ","$46,704 ","$91,946 ",810,1
Gianni Merkel,35,61,1985,1,Male,583 Seventh Street Apt. 4,Wynnewood,PA,19096,39.99,-75.27,"$50,579 ","$103,126 ","$130,160 ",642,1
Anakin Harris,48,61,1971,6,Male,8993 Madison Avenue,Fayetteville,NC,28312,34.93,-78.72,"$18,376 ","$37,468 ","$73,448 ",666,3
Evelyn Hall,51,67,1968,7,Female,6840 North Lane,Mount Kisco,NY,10549,41.2,-73.73,"$55,274 ","$112,695 ","$35,135 ",840,6
Maximus Cruz,23,65,1996,5,Male,512 Tenth Street,Holland,MI,49424,42.77,-86.1,"$21,668 ","$44,181 ","$82,622 ",701,1
Princess Collins,26,65,1993,5,Female,388 Third Street Apt. 9,Mohegan Lake,NY,10547,41.31,-73.84,"$33,263 ","$67,820 ","$86,177 ",628,2
Francesca Schmidt,80,67,1939,4,Female,499 Lafayette Lane,Frankfort,IN,46041,40.28,-86.51,"$16,421 ","$24,884 ","$1,828 ",850,6
Juliette Wright,41,53,1978,8,Female,165 Fourth Street,San Diego,CA,92130,32.95,-117.19,$0 ,$553 ,$740 ,719,3
Leif Sullivan,40,64,1979,11,Male,83302 Valley Stream Lane,Foxboro,MA,2035,42.06,-71.24,"$35,544 ","$72,470 ","$133,421 ",711,2
Selena Thompson,35,66,1984,11,Female,610 Lake Drive,Hillsboro,IL,62049,39.16,-89.48,"$17,696 ","$36,081 ","$118,151 ",682,2
Jayden Myers,37,68,1982,6,Male,13 Federal Street,Woburn,MA,1801,42.48,-71.15,"$29,122 ","$59,375 ",$0 ,729,2
Rodney James,18,70,2002,2,Male,18 Bayview Avenue Apt. 2,Hernando,MS,38632,34.82,-89.98,"$23,782 ","$48,491 ","$158,871 ",588,1
Stephanie Gomez,60,67,1959,4,Female,89075 Spruce Drive,West Baden Springs,IN,47469,38.56,-86.61,"$15,138 ","$30,867 ","$12,686 ",794,3
Annabella Ward,33,67,1986,5,Female,906 Little Creek Drive,Monroe,NC,28110,34.98,-80.54,"$19,605 ","$39,974 ","$64,403 ",652,2
Camden Neufelder,39,72,1981,2,Male,1105 Wessex Avenue,Arlington,TX,76002,32.69,-97.12,"$24,331 ","$49,611 ","$110,543 ",739,4
Cristiano Morris,24,69,1995,10,Male,841 Spruce Drive Apt. 3,Hammond,LA,70401,30.5,-90.46,"$17,584 ","$35,856 ","$73,257 ",712,4
Ansley Reed,35,72,1984,9,Female,707 Elm Boulevard Apt. 3,Covington,VA,24426,37.77,-79.99,"$17,537 ","$35,760 ","$62,768 ",830,1
Colten Bailey,40,69,1979,6,Male,2336 George Drive,Greenville,SC,29611,34.83,-82.37,"$13,249 ","$27,013 ","$58,806 ",651,3
Kole Gonzalez,63,62,1956,4,Male,690 Catherine Street,Aurora,CO,80013,39.69,-104.81,"$24,849 ","$58,006 ","$20,196 ",774,1
Brylee Wilson,80,67,1940,1,Female,305 Pine Avenue,Kent,WA,98032,47.39,-122.26,"$24,884 ","$39,110 ",$363 ,750,5
Isabela Bell,38,66,1981,12,Female,422 Burns Street,Shepherdsville,KY,40165,37.98,-85.71,"$19,661 ","$40,087 ","$17,392 ",712,2
Lane Cooper,46,65,1973,10,Male,12067 Federal Boulevard,Philadelphia,PA,19135,39.95,-75.16,"$17,603 ","$35,891 ","$87,749 ",577,3
Rosie Lonsdale,83,65,1936,3,Female,480 Catherine Drive,Stamford,CT,6902,41.09,-73.55,"$37,213 ","$74,753 ","$1,585 ",726,5
Finley Reed,31,70,1988,5,Male,1495 Elm Boulevard,Banning,CA,92220,33.92,-116.83,"$13,002 ","$26,511 ","$21,869 ",769,6
Kian Richardson,76,69,1943,4,Male,2609 Plum Drive,Olathe,KS,66061,38.88,-94.81,"$28,490 ","$19,682 ",$0 ,683,4
Sadie Braun,81,64,1938,9,Female,678 Park Drive,Miami,FL,33179,25.77,-80.2,"$19,386 ","$23,217 ","$2,559 ",616,3
Avi Wilson,30,66,1989,5,Male,323 Eighth Drive Apt. 54,Boulder,CO,80302,40.02,-105.25,"$33,151 ","$67,589 ",$0 ,734,3
Atlas Fox,30,68,1989,8,Male,4262 Madison Drive Apt. 9,South Hamilton,MA,1982,42.62,-70.86,"$45,596 ","$92,960 ","$64,167 ",724,3
Macy Wilson,52,61,1967,4,Female,2332 Elm Lane,Walnut Creek,CA,94596,37.89,-122.03,"$42,685 ","$87,030 ","$156,474 ",646,5
Keanu Ortiz,72,66,1948,2,Male,493 South Street,Ridgewood,NY,11385,40.7,-73.89,"$19,329 ","$22,918 ","$11,371 ",750,5
Samara Cruz,29,56,1990,9,Female,8958 Catherine Street Apt. 6,Stockton,UT,84071,40.3,-112.3,"$24,445 ","$49,842 ","$79,750 ",698,1
Miya Campbell,36,75,1983,4,Female,3194 Norfolk Street Apt. 28,Seaford,DE,19973,38.64,-75.61,"$17,624 ","$35,933 ","$23,451 ",812,2
Leon Lewis,42,67,1978,2,Male,376 Fourth Drive,Waimanalo,HI,96795,21.34,-157.72,"$18,080 ","$36,860 ","$65,049 ",714,3
Scott Sanchez,53,70,1967,2,Male,302 Park Boulevard,Cordele,GA,31015,31.96,-83.77,"$13,864 ","$28,269 ","$66,681 ",734,6
Clyde Fisher,20,66,1999,11,Male,135 Spruce Lane,Ottawa,OH,45875,41.02,-84.04,"$19,827 ","$40,426 ","$76,199 ",727,1
Yaretzi Kelley,43,71,1976,8,Female,93 11th Avenue,Anaheim,CA,92804,33.81,-117.97,"$18,330 ","$37,371 ","$3,378 ",739,4
Evelynn Foster,33,68,1986,9,Female,212 Ocean View Avenue Apt. 9,San Rafael,CA,94903,38.02,-122.54,"$33,148 ","$67,589 ","$106,072 ",602,2
Clyde Brooks,55,66,1964,4,Male,455 Little Creek Boulevard Apt. 99,Williston Park,NY,11596,40.75,-73.64,"$39,705 ","$80,957 ","$161,166 ",683,6
Linda Phillips,64,69,1955,7,Female,729 Littlewood Avenue,Wilton,CT,6897,41.18,-73.42,"$94,302 ","$192,269 ","$100,192 ",700,6
Bo Bailey,34,75,1985,8,Male,6444 Madison Drive Apt. 4,Tucson,AZ,85710,32.22,-110.82,"$17,480 ","$35,641 ","$64,419 ",625,2
Alice Torres,33,69,1986,8,Female,850 Birch Avenue,Lobelville,TN,37097,35.75,-87.79,"$14,073 ","$28,696 ","$52,910 ",686,4
Lance Xi,30,65,1989,4,Male,7350 Fourth Lane Apt. 2,Rome,NY,13440,43.21,-75.47,"$18,712 ","$38,153 ","$92,466 ",658,1
Ana Gray,51,73,1968,8,Female,2897 West Street,Lorton,VA,22079,38.7,-77.24,"$35,062 ","$71,490 ",$0 ,782,3
Magdalena Schmidt,20,67,1999,12,Female,3183 Burns Boulevard Apt. 2,Woodland,WA,98674,45.94,-122.67,"$21,093 ","$43,006 ","$26,144 ",688,2
Guillermo Richardson,44,67,1975,6,Male,41043 Lincoln Lane Apt. 6,Saint Amant,LA,70774,30.19,-90.78,"$24,289 ","$49,523 ","$89,129 ",688,4
Mohammed Carter,31,76,1988,11,Male,7948 Martin Luther King Avenue Apt. 9,Memphis,TN,38106,35.1,-90,"$10,730 ","$21,876 ","$20,169 ",786,2
Brooklynn Butler,27,67,1992,8,Female,8893 Valley Drive,Griffith,IN,46319,41.52,-87.42,"$21,992 ","$44,843 ","$67,179 ",756,2
Kaiya Johnson,43,65,1976,3,Female,41332 Lincoln Avenue,Durham,NC,27704,35.98,-78.91,"$17,625 ","$35,938 ","$47,204 ",670,3
Arielle Williams,73,65,1946,10,Female,518 Main Street Apt. 1,Danville,VA,24541,36.58,-79.4,"$16,745 ","$28,553 ","$19,507 ",745,5
Thea Harris,18,68,2001,12,Female,753 East Avenue Apt. 8,Fayetteville,NC,28311,35.05,-78.87,"$19,520 ","$39,803 ","$53,607 ",695,1
Hana Flores,50,68,1969,9,Female,9982 Summit Boulevard Apt. 3516,Murrieta,CA,92563,33.57,-117.14,"$24,069 ","$49,076 ","$56,547 ",715,4
Ledger Barnes,41,65,1978,10,Male,8425 East Lane,Cleveland,OH,44143,41.47,-81.67,"$27,646 ","$56,368 ","$71,544 ",664,3
Julieta Gao,35,66,1984,6,Female,9006 Ocean Boulevard,Philadelphia,PA,19138,39.95,-75.16,"$16,114 ","$32,855 ","$94,228 ",693,2
Ian Reyes,65,64,1955,2,Male,364 Eighth Drive,Fort Worth,TX,76148,32.75,-97.33,"$21,401 ","$18,149 ","$26,672 ",738,2
Brecken Roman,44,65,1975,11,Male,8349 Valley Avenue,Wellington,OH,44090,41.16,-82.22,"$19,818 ","$40,407 ","$25,986 ",697,3
Harry Murphy,19,60,2000,6,Male,57285 Jefferson Avenue,Surprise,AZ,85388,33.61,-112.46,"$23,747 ","$48,418 ","$73,106 ",756,2
Keenan Labelle,61,73,1958,7,Male,9888 Washington Boulevard Apt. 4,Levittown,NY,11756,40.72,-73.51,"$29,337 ","$59,815 ","$73,325 ",573,2
Carlee Fu,23,66,1996,8,Female,9392 Fifth Avenue,Chicago,IL,60612,41.83,-87.68,"$20,822 ","$42,454 ","$63,754 ",750,4
Lillian Butler,43,69,1976,5,Female,580 Fifth Boulevard,Bessemer City,NC,28016,35.28,-81.28,"$16,073 ","$32,775 ","$72,785 ",637,1
Santino Powell,36,67,1983,12,Male,42720 East Drive,Mukwonago,WI,53149,42.86,-88.33,"$28,215 ","$57,532 ","$61,268 ",735,4
